1	-0.55555600	0.25000000	-0.86440700	-0.91666700	
1	-0.66666700	-0.16666700	-0.86440700	-0.91666700	
1	-0.77777800	0.00000000	-0.89830500	-0.91666700	
1	-0.83333300	-0.08333340	-0.83050800	-0.91666700	
1	-0.61111100	0.33333300	-0.86440700	-0.91666700	
1	-0.38888900	0.58333300	-0.76271200	-0.75000000	
1	-0.83333300	0.16666700	-0.86440700	-0.83333300	
1	-0.61111100	0.16666700	-0.83050800	-0.91666700	
1	-0.94444400	-0.25000000	-0.86440700	-0.91666700	
1	-0.66666700	-0.08333340	-0.83050800	-1.00000000	
1	-0.38888900	0.41666700	-0.83050800	-0.91666700	
1	-0.72222200	0.16666700	-0.79661000	-0.91666700	
1	-0.72222200	-0.16666700	-0.86440700	-1.00000000	
1	-1.00000000	-0.16666700	-0.96610200	-1.00000000	
1	-0.16666700	0.66666700	-0.93220300	-0.91666700	
1	-0.22222200	1.00000000	-0.83050800	-0.75000000	
1	-0.38888900	0.58333300	-0.89830500	-0.75000000	
1	-0.55555600	0.25000000	-0.86440700	-0.83333300	
1	-0.22222200	0.50000000	-0.76271200	-0.83333300	
1	-0.55555600	0.50000000	-0.83050800	-0.83333300	
1	-0.38888900	0.16666700	-0.76271200	-0.91666700	
1	-0.55555600	0.41666700	-0.83050800	-0.75000000	
1	-0.83333300	0.33333300	-1.00000000	-0.91666700	
1	-0.55555600	0.08333330	-0.76271200	-0.66666700	
1	-0.72222200	0.16666700	-0.69491500	-0.91666700	
1	-0.61111100	-0.16666700	-0.79661000	-0.91666700	
1	-0.61111100	0.16666700	-0.79661000	-0.75000000	
1	-0.50000000	0.25000000	-0.83050800	-0.91666700	
1	-0.50000000	0.16666700	-0.86440700	-0.91666700	
1	-0.77777800	0.00000000	-0.79661000	-0.91666700	
1	-0.72222200	-0.08333340	-0.79661000	-0.91666700	
1	-0.38888900	0.16666700	-0.83050800	-0.75000000	
1	-0.50000000	0.75000000	-0.83050800	-1.00000000	
1	-0.33333300	0.83333300	-0.86440700	-0.91666700	
1	-0.66666700	-0.08333340	-0.83050800	-1.00000000	
1	-0.61111100	0.00000000	-0.93220300	-0.91666700	
1	-0.33333300	0.25000000	-0.89830500	-0.91666700	
1	-0.66666700	-0.08333340	-0.83050800	-1.00000000	
1	-0.94444400	-0.16666700	-0.89830500	-0.91666700	
1	-0.55555600	0.16666700	-0.83050800	-0.91666700	
1	-0.61111100	0.25000000	-0.89830500	-0.83333300	
1	-0.88888900	-0.75000000	-0.89830500	-0.83333300	
1	-0.94444400	0.00000000	-0.89830500	-0.91666700	
1	-0.61111100	0.25000000	-0.79661000	-0.58333300	
1	-0.55555600	0.50000000	-0.69491500	-0.75000000	
1	-0.72222200	-0.16666700	-0.86440700	-0.83333300	
1	-0.55555600	0.50000000	-0.79661000	-0.91666700	
1	-0.83333300	0.00000000	-0.86440700	-0.91666700	
1	-0.44444400	0.41666700	-0.83050800	-0.91666700	
1	-0.61111100	0.08333330	-0.86440700	-0.91666700	
2	0.50000000	0.00000000	0.25423700	0.08333330	
2	0.16666700	0.00000000	0.18644100	0.16666700	
2	0.44444400	-0.08333340	0.32203400	0.16666700	
2	-0.33333300	-0.75000000	0.01694910	-0.00000004	
